theta_deg,sum_db,diff_db
61.0000,-0.250667,-14.169751
61.2500,-0.326647,-12.387789
61.5000,-0.412186,-10.945482
61.7500,-0.507138,-9.742574
62.0000,-0.611354,-8.718276
62.2500,-0.724691,-7.832914
62.5000,-0.847006,-7.059176
62.7500,-0.978157,-6.377399
63.0000,-1.118008,-5.772963
63.2500,-1.266424,-5.234682
63.5000,-1.423288,-4.753775
63.7500,-1.588457,-4.323315
64.0000,-1.761810,-3.937620
64.2500,-1.943222,-3.592038
64.5000,-2.132571,-3.282684
64.7500,-2.329747,-3.006264
65.0000,-2.534623,-2.760004
65.2500,-2.747081,-2.541502
65.5000,-2.967021,-2.348658
65.7500,-3.194316,-2.179671
66.0000,-3.428887,-2.032916
66.2500,-3.670597,-1.906988
66.5000,-3.919345,-1.800623
66.7500,-4.175035,-1.712682
67.0000,-4.437566,-1.642146
67.2500,-4.706850,-1.588088
67.5000,-4.982767,-1.549671
67.7500,-5.265231,-1.526129
68.0000,-5.554153,-1.516753
68.2500,-5.849433,-1.520906
68.5000,-6.150978,-1.537978
68.7500,-6.458703,-1.567425
69.0000,-6.772516,-1.608728
69.2500,-7.092350,-1.661408
69.5000,-7.418104,-1.725016
69.7500,-7.749691,-1.799127
70.0000,-8.087045,-1.883343
70.2500,-8.430069,-1.977293
70.5000,-8.778711,-2.080632
70.7500,-9.132885,-2.193012
71.0000,-9.492500,-2.314111
71.2500,-9.857500,-2.443635
71.5000,-10.227823,-2.581290
71.7500,-10.603378,-2.726793
72.0000,-10.984139,-2.879889
72.2500,-11.369981,-3.040311
72.5000,-11.760893,-3.207812
72.7500,-12.156807,-3.382157
73.0000,-12.557644,-3.563113
73.2500,-12.963382,-3.750461
73.5000,-13.373929,-3.943971
73.7500,-13.789264,-4.143445
74.0000,-14.209305,-4.348642
74.2500,-14.634055,-4.559408
74.5000,-15.063433,-4.775507
74.7500,-15.497412,-4.996759
75.0000,-15.935968,-5.222962
75.2500,-16.379028,-5.453929
75.5000,-16.826599,-5.689473
75.7500,-17.278639,-5.929391
76.0000,-17.735123,-6.173524
76.2500,-18.196032,-6.421656
76.5000,-18.661322,-6.673610
76.7500,-19.131029,-6.929202
77.0000,-19.605099,-7.188244
77.2500,-20.083527,-7.450537
77.5000,-20.566322,-7.715900
77.7500,-21.053490,-7.984129
78.0000,-21.545052,-8.255047
78.2500,-22.040899,-8.528402
78.5000,-22.541216,-8.804054
78.7500,-23.045902,-9.081765
79.0000,-23.555023,-9.361311
79.2500,-24.068573,-9.642469
79.5000,-24.586613,-9.925039
79.7500,-25.109060,-10.208739
80.0000,-25.636108,-10.493376
80.2500,-26.167683,-10.778695
80.5000,-26.703875,-11.064425
80.7500,-27.244604,-11.350251
81.0000,-27.790049,-11.635982
81.2500,-28.340025,-11.921238
